,img,title,link,stepbystep,cuisine,portions,time,ingredients,favourite,likes,dislikes
1720,https://img01.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120213175233-1202131753291-p-O-treska-zapechennaja-s-chedderom-i-pomidorami.jpg,"Треска, запеченная с чеддером и помидорами",https://eda.ru/recepty/osnovnye-blyuda/treska-zapechennaja-s-chedderom-i-pomidorami-15931,0,Европейская кухня,4,15 минут,"['{""id"": 13686, ""name"": ""Филе трески"", ""amount"": ""4 штуки""}', '{""id"": 13439, ""name"": ""Помидоры"", ""amount"": ""2 штуки""}', '{""id"": 13650, ""name"": ""Оливки"", ""amount"": ""8 штук""}', '{""id"": 13969, ""name"": ""Сыр чеддер"", ""amount"": ""150 г""}']",200,11,1
1721,https://img03.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120131083019-120213175242-p-O-kotleti-iz-ribi.jpg,Котлеты из рыбы,https://eda.ru/recepty/osnovnye-blyuda/kotleti-iz-ribi-15731,0,Европейская кухня,4,,"['{""id"": 13454, ""name"": ""Белый хлеб"", ""amount"": ""100 г""}', '{""id"": 13453, ""name"": ""Молоко"", ""amount"": ""½ стакана""}', '{""id"": 13479, ""name"": ""Панировочные сухари"", ""amount"": ""3 столовые ложки""}', '{""id"": 13785, ""name"": ""Филе рыбы"", ""amount"": ""500 г""}', '{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""20 г""}', '{""id"": 13423, ""name"": ""Растительное масло"", ""amount"": ""2 столовые ложки""}']",289,11,2
1722,https://img03.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120213180745-120213180917-p-O-zharenie-kabachki.jpg,Жареные кабачки,https://eda.ru/recepty/osnovnye-blyuda/zharenie-kabachki-18361,0,Греческая кухня,4,25 минут,"['{""id"": 13539, ""name"": ""Кабачки"", ""amount"": ""200 г""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""20 г""}', '{""id"": 13423, ""name"": ""Растительное масло"", ""amount"": ""20 мл""}', '{""id"": 13535, ""name"": ""Зеленый лук"", ""amount"": ""3 стебля""}', '{""id"": 13424, ""name"": ""Петрушка"", ""amount"": ""3 стебля""}', '{""id"": 13439, ""name"": ""Помидоры"", ""amount"": ""2 штуки""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""1 чайная ложка""}', '{""id"": 13467, ""name"": ""Сладкий перец"", ""amount"": ""1 штука""}', '{""id"": 13482, ""name"": ""Лимонный сок"", ""amount"": ""по вкусу""}', '{""id"": 13486, ""name"": ""Шпинат"", ""amount"": ""50 г""}', '{""id"": 13414, ""name"": ""Зеленый салат"", ""amount"": ""5 стеблей""}']",453,11,3
1723,https://img01.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120213184513-120213184813-p-O-kurica-s-krasnimi-percami-v-vinnom-souse.jpg,Курица с красными перцами в винном соусе,https://eda.ru/recepty/osnovnye-blyuda/kurica-s-krasnimi-percami-v-vinnom-souse-21121,0,Испанская кухня,4,,"['{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""2 столовые ложки""}', '{""id"": 13513, ""name"": ""Оливковое масло"", ""amount"": ""2 столовые ложки""}', '{""id"": 13430, ""name"": ""Чеснок"", ""amount"": ""2 зубчика""}', '{""id"": 14415, ""name"": ""Красный сладкий перец"", ""amount"": ""2 штуки""}', '{""id"": 13639, ""name"": ""Куриная грудка"", ""amount"": ""4 штуки""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""по вкусу""}', '{""id"": 13545, ""name"": ""Куриный бульон"", ""amount"": ""1 стакан""}', '{""id"": 13406, ""name"": ""Белое сухое вино"", ""amount"": ""¼ стакана""}', '{""id"": 14126, ""name"": ""Рубленая петрушка"", ""amount"": ""2 столовые ложки""}']",124,11,1
1724,https://img09.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120213175022-120213185502-p-O-govjazhij-stejk-slivochnij-shpinat-s-golubim-sirom.jpg,Говяжий стейк и сливочный шпинат с голубым сыром,https://eda.ru/recepty/osnovnye-blyuda/govjazhij-stejk-slivochnij-shpinat-s-golubim-sirom-21658,0,,1,25 минут,"['{""id"": 15241, ""name"": ""Говяжий стейк"", ""amount"": ""1 штука""}', '{""id"": 13513, ""name"": ""Оливковое масло"", ""amount"": ""1 чайная ложка""}', '{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""1 чайная ложка""}', '{""id"": 13524, ""name"": ""Лук-шалот"", ""amount"": ""1 штука""}', '{""id"": 15092, ""name"": ""Мягкий голубой сыр"", ""amount"": ""1 столовая ложка""}', '{""id"": 13474, ""name"": ""Сливки"", ""amount"": ""¼ стакана""}', '{""id"": 15181, ""name"": ""Свежие листья шпината"", ""amount"": ""140 г""}', '{""id"": 13482, ""name"": ""Лимонный сок"", ""amount"": ""1,5 чайные ложки""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""по вкусу""}']",252,11,1
1725,https://img03.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120213175134-120213190537-p-O-marinovannaja-kurica-barbekju-po-aziatski.jpg,Маринованная курица барбекю по‑азиатски,https://eda.ru/recepty/osnovnye-blyuda/marinovannaja-kurica-barbekju-po-aziatski-22408,0,Японская кухня,4,,"['{""id"": 14339, ""name"": ""Коричневый сахар"", ""amount"": ""¼ стакана""}', '{""id"": 13570, ""name"": ""Соевый соус"", ""amount"": ""¼ стакана""}', '{""id"": 14963, ""name"": ""Красный перец хлопьями"", ""amount"": ""½ чайной ложки""}', '{""id"": 13952, ""name"": ""Сок лайма"", ""amount"": ""1 столовая ложка""}', '{""id"": 13572, ""name"": ""Карри"", ""amount"": ""¼ чайной ложки""}', '{""id"": 13430, ""name"": ""Чеснок"", ""amount"": ""3 зубчика""}', '{""id"": 14131, ""name"": ""Куриные бедра"", ""amount"": ""8 штук""}', '{""id"": 13598, ""name"": ""Лайм"", ""amount"": ""2 штуки""}', '{""id"": 13535, ""name"": ""Зеленый лук"", ""amount"": ""по вкусу""}', '{""id"": 13423, ""name"": ""Растительное масло"", ""amount"": ""по вкусу""}']",346,11,0
1726,https://img01.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120126130718-120214130619-p-O-kurinie-frikadelki-v-soevom-souse.jpg,Куриные фрикадельки в соевом соусе,https://eda.ru/recepty/osnovnye-blyuda/kurinie-frikadelki-v-soevom-souse-24101,0,Японская кухня,6,40 минут,"['{""id"": 13566, ""name"": ""Курица"", ""amount"": ""1 кг""}', '{""id"": 14638, ""name"": ""Имбирный сок"", ""amount"": ""1 чайная ложка""}', '{""id"": 14307, ""name"": ""Мисо паста"", ""amount"": ""1 столовая ложка""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13413, ""name"": ""Лук репчатый"", ""amount"": ""1 головка""}', '{""id"": 14052, ""name"": ""Кукурузный крахмал"", ""amount"": ""4 чайные ложки""}', '{""id"": 13570, ""name"": ""Соевый соус"", ""amount"": ""200 мл""}', '{""id"": 13423, ""name"": ""Растительное масло"", ""amount"": ""3 столовые ложки""}']",279,11,0
1727,https://img07.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120131082933-120214134703-p-O-zolotistij-losos-v-limonnoj-glazuri.jpg,Золотистый лосось в лимонной глазури,https://eda.ru/recepty/osnovnye-blyuda/zolotistij-losos-v-limonnoj-glazuri-26454,0,,5,20 минут,"['{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""60 г""}', '{""id"": 14339, ""name"": ""Коричневый сахар"", ""amount"": ""¼ стакана""}', '{""id"": 13570, ""name"": ""Соевый соус"", ""amount"": ""1 столовая ложка""}', '{""id"": 13482, ""name"": ""Лимонный сок"", ""amount"": ""2 столовые ложки""}', '{""id"": 13406, ""name"": ""Белое сухое вино"", ""amount"": ""2 столовые ложки""}', '{""id"": 13706, ""name"": ""Филе лосося"", ""amount"": ""550 г""}']",210,11,1
1728,https://img07.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120131083853-120213175345-p-O-zapekanka-iz-farsha-kartofelnogo-pjure.jpg,Запеканка из фарша и картофельного пюре,https://eda.ru/recepty/osnovnye-blyuda/zapekanka-iz-farsha-kartofelnogo-pjure-16036,0,Французская кухня,3,1 час,"['{""id"": 13413, ""name"": ""Лук репчатый"", ""amount"": ""1 штука""}', '{""id"": 13734, ""name"": ""Говяжий фарш"", ""amount"": ""250 г""}', '{""id"": 14084, ""name"": ""Соус болоньезе"", ""amount"": ""320 г""}', '{""id"": 13431, ""name"": ""Картофель"", ""amount"": ""450 г""}', '{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""25 г""}', '{""id"": 13453, ""name"": ""Молоко"", ""amount"": ""3 столовые ложки""}']",395,11,4
1729,https://img01.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120213180745-120213180839-p-O-seld-v-smetannom-souse.jpg,Сельдь в сметанном соусе,https://eda.ru/recepty/osnovnye-blyuda/seld-v-smetannom-souse-18323,0,,4,15 минут,"['{""id"": 13485, ""name"": ""Сметана"", ""amount"": ""250 г""}', '{""id"": 13918, ""name"": ""Сельдь"", ""amount"": ""1 штука""}', '{""id"": 13419, ""name"": ""Горчица"", ""amount"": ""1 чайная ложка""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""1 чайная ложка""}', '{""id"": 13413, ""name"": ""Лук репчатый"", ""amount"": ""1 головка""}', '{""id"": 13447, ""name"": ""Яблоко"", ""amount"": ""1 штука""}', '{""id"": 13482, ""name"": ""Лимонный сок"", ""amount"": ""1 чайная ложка""}', '{""id"": 13586, ""name"": ""Зелень"", ""amount"": ""по вкусу""}']",177,11,0
1730,https://img03.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120214140149-120214140700-p-O-sudak-pikatto.jpg,Судак «Пикатто»,https://eda.ru/recepty/osnovnye-blyuda/sudak-pikatto-27501,0,Итальянская кухня,4,25 минут,"['{""id"": 13863, ""name"": ""Филе судака"", ""amount"": ""250 г""}', '{""id"": 13426, ""name"": ""Сыр"", ""amount"": ""30 г""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""10 г""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""1 штука""}', '{""id"": 13551, ""name"": ""Картофельный крахмал"", ""amount"": ""10 г""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13423, ""name"": ""Растительное масло"", ""amount"": ""20 мл""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""по вкусу""}']",118,11,2
1731,https://img05.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120131084420-120213175448-p-O-sote-iz-kartofelja.jpg,Соте из картофеля,https://eda.ru/recepty/osnovnye-blyuda/sote-iz-kartofelja-16319,0,,4,,"['{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""90 г""}', '{""id"": 14124, ""name"": ""Молодой картофель"", ""amount"": ""16 штук""}', '{""id"": 13466, ""name"": ""Тимьян"", ""amount"": ""1 штука""}', '{""id"": 13430, ""name"": ""Чеснок"", ""amount"": ""1 зубчик""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13513, ""name"": ""Оливковое масло"", ""amount"": ""1 столовая ложка""}', '{""id"": 13629, ""name"": ""Морская соль"", ""amount"": ""по вкусу""}']",180,11,0
1732,https://img01.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120214134655-120214135143-p-O-kurinie-bedra-s-seldereem-olivkami.jpg,Куриные бедра с сельдереем и оливками,https://eda.ru/recepty/osnovnye-blyuda/kurinie-bedra-s-seldereem-olivkami-26633,0,,2,40 минут,"['{""id"": 14131, ""name"": ""Куриные бедра"", ""amount"": ""2 штуки""}', '{""id"": 15305, ""name"": ""Стебель сельдерея с листьями"", ""amount"": ""2 штуки""}', '{""id"": 15156, ""name"": ""Оливки без косточек"", ""amount"": ""6 штук""}', '{""id"": 13465, ""name"": ""Молотый красный перец"", ""amount"": ""½ чайной ложки""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""щепотка""}', '{""id"": 13513, ""name"": ""Оливковое масло"", ""amount"": ""1 чайная ложка""}', '{""id"": 13430, ""name"": ""Чеснок"", ""amount"": ""1 зубчик""}']",159,11,0
1733,https://img01.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120131111357-120213175748-p-O-svinina-zapechennaja.jpg,Свинина запеченная,https://eda.ru/recepty/osnovnye-blyuda/svinina-zapechennaja-17292,0,,4,40 минут,"['{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""50 г""}', '{""id"": 13950, ""name"": ""Сухая горчица"", ""amount"": ""½ стакана""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""½ столовой ложки""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""½ чайной ложки""}', '{""id"": 13532, ""name"": ""Яблочный уксус"", ""amount"": ""½ стакана""}', '{""id"": 13970, ""name"": ""Молотая гвоздика"", ""amount"": ""щепотка""}']",328,11,2
1734,https://img01.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/110816121851-120213181526-p-O-golubci-iz-svezhej-kapusti-s-obzharennimi-fistashkami-kedrovimi-oreshkami.jpg,Голубцы из свежей капусты с обжаренными…,https://eda.ru/recepty/osnovnye-blyuda/golubci-iz-svezhej-kapusti-s-obzharennimi-fistashkami-kedrovimi-oreshkami-18786,0,,2,2 часа 25 минут,"['{""id"": 13439, ""name"": ""Помидоры"", ""amount"": ""350 г""}', '{""id"": 14679, ""name"": ""Ранняя белокочанная капуста"", ""amount"": ""1 штука""}', '{""id"": 14427, ""name"": ""Шелушенный рис басмати "", ""amount"": ""150 г""}', '{""id"": 14680, ""name"": ""Листья мяты"", ""amount"": ""6 штук""}', '{""id"": 13656, ""name"": ""Фисташки"", ""amount"": ""25 г""}', '{""id"": 13634, ""name"": ""Кедровые орехи"", ""amount"": ""25 г""}', '{""id"": 13513, ""name"": ""Оливковое масло"", ""amount"": ""2 столовые ложки""}', '{""id"": 13413, ""name"": ""Лук репчатый"", ""amount"": ""1 головка""}', '{""id"": 13798, ""name"": ""Смородина"", ""amount"": ""50 г""}', '{""id"": 14172, ""name"": ""Палочки корицы"", ""amount"": ""2 штуки""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""по вкусу""}']",310,11,0
1735,https://img07.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120131083953-120213183623-p-O-tazhin-iz-jagnenka-s-chernoslivom-koricej-mindalem-kunzhutom.jpg,"Тажин из ягненка с черносливом, корицей…",https://eda.ru/recepty/osnovnye-blyuda/tazhin-iz-jagnenka-s-chernoslivom-koricej-mindalem-kunzhutom-20344,0,Марокканская кухня,6,2 часа,"['{""id"": 13980, ""name"": ""Ягнятина"", ""amount"": ""1 кг""}', '{""id"": 13513, ""name"": ""Оливковое масло"", ""amount"": ""⅓ стакана""}', '{""id"": 13643, ""name"": ""Красный лук"", ""amount"": ""1 головка""}', '{""id"": 14172, ""name"": ""Палочки корицы"", ""amount"": ""3 штуки""}', '{""id"": 14485, ""name"": ""Молотая корица"", ""amount"": ""1 чайная ложка""}', '{""id"": 14881, ""name"": ""Молотый имбирь"", ""amount"": ""1 чайная ложка""}', '{""id"": 14026, ""name"": ""Куркума"", ""amount"": ""1 чайная ложка""}', '{""id"": 13679, ""name"": ""Шафран"", ""amount"": ""щепотка""}', '{""id"": 13406, ""name"": ""Белое сухое вино"", ""amount"": ""1 столовая ложка""}', '{""id"": 13411, ""name"": ""Вода"", ""amount"": ""2,5 стакана""}', '{""id"": 14867, ""name"": ""Чернослив без косточек"", ""amount"": ""250 г""}', '{""id"": 13407, ""name"": ""Мед"", ""amount"": ""3 столовые ложки""}', '{""id"": 13739, ""name"": ""Кунжутные семечки"", ""amount"": ""1 столовая ложка""}', '{""id"": 13500, ""name"": ""Миндаль"", ""amount"": ""½ г""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""½ чайной ложки""}']",84,11,0
1736,https://img07.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120213181523-120213181738-p-O-ratatuj-s-tikvoj-i-oregano.jpg,Рататуй с тыквой и орегано,https://eda.ru/recepty/osnovnye-blyuda/ratatuj-s-tikvoj-i-oregano-19008,0,Американская кухня,4,1 час 30 минут,"['{""id"": 13413, ""name"": ""Лук репчатый"", ""amount"": ""2 штуки""}', '{""id"": 13430, ""name"": ""Чеснок"", ""amount"": ""3 зубчика""}', '{""id"": 13460, ""name"": ""Лавровый лист"", ""amount"": ""1 штука""}', '{""id"": 13577, ""name"": ""Орегано"", ""amount"": ""2 столовые ложки""}', '{""id"": 13513, ""name"": ""Оливковое масло"", ""amount"": ""4 столовые ложки""}', '{""id"": 13774, ""name"": ""Тыква"", ""amount"": ""500 г""}', '{""id"": 13439, ""name"": ""Помидоры"", ""amount"": ""2 штуки""}', '{""id"": 13582, ""name"": ""Цукини"", ""amount"": ""500 г""}', '{""id"": 14126, ""name"": ""Рубленая петрушка"", ""amount"": ""2 столовые ложки""}']",184,11,5
1737,https://img03.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120214154946-120214155237-p-O-kurica-s-lajmom-tekiloj.jpg,Курица с лаймом и текилой,https://eda.ru/recepty/osnovnye-blyuda/kurica-s-lajmom-tekiloj-30061,0,Мексиканская кухня,4,26 минут,"['{""id"": 15645, ""name"": ""Золотая текила"", ""amount"": ""½ стакана""}', '{""id"": 13909, ""name"": ""Апельсиновый сок"", ""amount"": ""½ стакана""}', '{""id"": 13952, ""name"": ""Сок лайма"", ""amount"": ""1 стакан""}', '{""id"": 14465, ""name"": ""Чили-пудра"", ""amount"": ""1 столовая ложка""}', '{""id"": 13814, ""name"": ""Перец халапеньо"", ""amount"": ""1 столовая ложка""}', '{""id"": 13430, ""name"": ""Чеснок"", ""amount"": ""3 зубчика""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 15250, ""name"": ""Куриная грудка с кожей"", ""amount"": ""3 штуки""}']",352,11,1
1738,https://img01.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120131085148-120213185452-p-O-ragu-iz-perlovoj-krupi-s-poreem-gribami-zelenju.jpg,"Рагу из перловой крупы с пореем, грибами и…",https://eda.ru/recepty/osnovnye-blyuda/ragu-iz-perlovoj-krupi-s-poreem-gribami-zelenju-21600,0,,6,55 минут,"['{""id"": 13513, ""name"": ""Оливковое масло"", ""amount"": ""1 столовая ложка""}', '{""id"": 13462, ""name"": ""Лук-порей"", ""amount"": ""2 стебля""}', '{""id"": 13939, ""name"": ""Свежие шампиньоны"", ""amount"": ""230 г""}', '{""id"": 13430, ""name"": ""Чеснок"", ""amount"": ""2 зубчика""}', '{""id"": 14298, ""name"": ""Свежий розмарин "", ""amount"": ""2,25 чайные ложки""}', '{""id"": 13645, ""name"": ""Перловая крупа"", ""amount"": ""1 стакан""}', '{""id"": 14193, ""name"": ""Помидоры в собственном соку"", ""amount"": ""400 г""}', '{""id"": 13456, ""name"": ""Овощной бульон"", ""amount"": ""4 стакана""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 14620, ""name"": ""Листовая капуста"", ""amount"": ""230 г""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""по вкусу""}']",278,11,1
1739,https://img07.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120131112204-120213184535-p-O-tushenaja-svinina-s-ovoschami-v-vinnom-souse.jpg,Тушеная свинина с овощами в винном соусе,https://eda.ru/recepty/osnovnye-blyuda/tushenaja-svinina-s-ovoschami-v-vinnom-souse-21011,0,Русская кухня,6,,"['{""id"": 13413, ""name"": ""Лук репчатый"", ""amount"": ""1 головка""}', '{""id"": 13423, ""name"": ""Растительное масло"", ""amount"": ""3 столовые ложки""}', '{""id"": 13480, ""name"": ""Свинина"", ""amount"": ""900 г""}', '{""id"": 13718, ""name"": ""Стебель сельдерея"", ""amount"": ""1 штука""}', '{""id"": 13449, ""name"": ""Морковь"", ""amount"": ""1 штука""}', '{""id"": 13430, ""name"": ""Чеснок"", ""amount"": ""8 зубчиков""}', '{""id"": 13594, ""name"": ""Красное сухое вино"", ""amount"": ""3 стакана""}', '{""id"": 14174, ""name"": ""Букет гарни"", ""amount"": ""1 пучок""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 14981, ""name"": ""Свежемолотый черный перец"", ""amount"": ""по вкусу""}', '{""id"": 13966, ""name"": ""Говяжий бульон"", ""amount"": ""1,5 стакана""}']",134,11,0
1740,https://img09.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/160223102951-160301142834-p-O-shukrut-tushenaja-kvashenaja-kapusta-s-kopchenostjami.jpg,Шукрут (тушеная квашеная капуста с копченостями),https://eda.ru/recepty/osnovnye-blyuda/shukrut-tushenaja-kvashenaja-kapusta-s-kopchenostjami-23903,0,Французская кухня,6,1 час,"['{""id"": 13431, ""name"": ""Картофель"", ""amount"": ""8 штук""}', '{""id"": 13464, ""name"": ""Бекон"", ""amount"": ""300 г""}', '{""id"": 13711, ""name"": ""Квашеная капуста"", ""amount"": ""800 г""}', '{""id"": 14101, ""name"": ""Копченая колбаса"", ""amount"": ""300 г""}', '{""id"": 15884, ""name"": ""Копченый ошеек"", ""amount"": ""300 г""}', '{""id"": 13754, ""name"": ""Сосиски"", ""amount"": ""4 штуки""}', '{""id"": 13406, ""name"": ""Белое сухое вино"", ""amount"": ""300 мл""}', '{""id"": 13430, ""name"": ""Чеснок"", ""amount"": ""2 зубчика""}', '{""id"": 13413, ""name"": ""Лук репчатый"", ""amount"": ""1 головка""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13575, ""name"": ""Говяжий жир"", ""amount"": ""100 г""}', '{""id"": 13424, ""name"": ""Петрушка"", ""amount"": ""1 пучок""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""по вкусу""}', '{""id"": 13460, ""name"": ""Лавровый лист"", ""amount"": ""по вкусу""}']",186,11,1
1741,https://img07.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120213184037-120213184347-p-O-baranina-po-derevenski-v-specijah.jpg,Баранина по‑деревенски в специях,https://eda.ru/recepty/osnovnye-blyuda/baranina-po-derevenski-v-specijah-20851,0,Итальянская кухня,4,,"['{""id"": 13976, ""name"": ""Семена кориандра"", ""amount"": ""2 чайные ложки""}', '{""id"": 14118, ""name"": ""Семена фенхеля"", ""amount"": ""2 чайные ложки""}', '{""id"": 14653, ""name"": ""Семена тмина"", ""amount"": ""2 чайные ложки""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""1 чайная ложка""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""½ чайной ложки""}', '{""id"": 13513, ""name"": ""Оливковое масло"", ""amount"": ""1 чайная ложка""}', '{""id"": 14815, ""name"": ""Бараньи котлеты на косточке"", ""amount"": ""680 г""}']",130,11,1
1742,https://img03.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120922220520-130719153910-p-O-arista-iz-svinoj-korejki-s-molodoj-kartoshkoj-travami.jpg,Ариста из свиной корейки с молодой картошкой и…,https://eda.ru/recepty/osnovnye-blyuda/arista-iz-svinoj-korejki-s-molodoj-kartoshkoj-travami-28361,0,,4,1 час 30 минут,"['{""id"": 13825, ""name"": ""Анис (бадьян)"", ""amount"": ""4 штуки""}', '{""id"": 13892, ""name"": ""Свиная корейка"", ""amount"": ""2 кг""}', '{""id"": 13819, ""name"": ""Розмарин"", ""amount"": ""12 стеблей""}', '{""id"": 13466, ""name"": ""Тимьян"", ""amount"": ""24 стебля""}', '{""id"": 13424, ""name"": ""Петрушка"", ""amount"": ""12 стеблей""}', '{""id"": 13430, ""name"": ""Чеснок"", ""amount"": ""2 головки""}', '{""id"": 13413, ""name"": ""Лук репчатый"", ""amount"": ""1 головка""}', '{""id"": 13407, ""name"": ""Мед"", ""amount"": ""3 столовые ложки""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""100 г""}', '{""id"": 13737, ""name"": ""Черный перец горошком"", ""amount"": ""12 штук""}', '{""id"": 13460, ""name"": ""Лавровый лист"", ""amount"": ""4 штуки""}', '{""id"": 13431, ""name"": ""Картофель"", ""amount"": ""600 г""}', '{""id"": 13475, ""name"": ""Топленое масло"", ""amount"": ""100 г""}', '{""id"": 13621, ""name"": ""Гвоздика"", ""amount"": ""4 штуки""}']",311,11,2
1743,https://img01.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120131083043-120424122803-p-O-krevetki-po-kreolski-shrimp-creole.jpg,Креветки по‑креольски (Shrimp Creole),https://eda.ru/recepty/osnovnye-blyuda/krevetki-po-kreolski-shrimp-creole-31148,0,Американская кухня,2,25 минут,"['{""id"": 14607, ""name"": ""Очищенные королевские креветки "", ""amount"": ""12 штук""}', '{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""4 столовые ложки""}', '{""id"": 13413, ""name"": ""Лук репчатый"", ""amount"": ""1 головка""}', '{""id"": 13506, ""name"": ""Перец чили"", ""amount"": ""1 штука""}', '{""id"": 14415, ""name"": ""Красный сладкий перец"", ""amount"": ""½ штуки""}', '{""id"": 13460, ""name"": ""Лавровый лист"", ""amount"": ""2 штуки""}', '{""id"": 14002, ""name"": ""Сельдерей"", ""amount"": ""1 стебель""}', '{""id"": 13592, ""name"": ""Паприка"", ""amount"": ""1 чайная ложка""}', '{""id"": 13687, ""name"": ""Томатный сок"", ""amount"": ""200 мл""}', '{""id"": 14193, ""name"": ""Помидоры в собственном соку"", ""amount"": ""½ банки""}', '{""id"": 13515, ""name"": ""Вустерширский соус"", ""amount"": ""3 столовые ложки""}', '{""id"": 15496, ""name"": ""Острый томатный соус"", ""amount"": ""3 чайные ложки""}', '{""id"": 15029, ""name"": ""Мелко рубленный чеснок"", ""amount"": ""1 зубчик""}', '{""id"": 14052, ""name"": ""Кукурузный крахмал"", ""amount"": ""1,5 чайные ложки""}', '{""id"": 13411, ""name"": ""Вода"", ""amount"": ""100 мл""}']",294,11,0
1744,https://img03.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/160525131253-160531191404-p-O-krolik-tushenij-s-ovoschami-kartofelem.jpg,"Кролик, тушеный с овощами и картофелем",https://eda.ru/recepty/osnovnye-blyuda/krolik-tushenij-s-ovoschami-kartofelem-30601,0,Русская кухня,5,1 час,"['{""id"": 13413, ""name"": ""Лук репчатый"", ""amount"": ""2 головки""}', '{""id"": 13830, ""name"": ""Кролик"", ""amount"": ""1 штука""}', '{""id"": 13449, ""name"": ""Морковь"", ""amount"": ""1 штука""}', '{""id"": 13460, ""name"": ""Лавровый лист"", ""amount"": ""2 штуки""}', '{""id"": 13943, ""name"": ""Черный душистый перец"", ""amount"": ""5 штук""}', '{""id"": 14139, ""name"": ""Специи"", ""amount"": ""по вкусу""}', '{""id"": 13431, ""name"": ""Картофель"", ""amount"": ""500 г""}', '{""id"": 13586, ""name"": ""Зелень"", ""amount"": ""1 пучок""}']",181,11,2
